system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_2_31_431_0,0.0207,0.0393,0.0284,0.2226,0.1249,0.7737052,-0.6998854,2,2
1_2_31_433_0,0.0182,0.0347,0.0221,0.215,0.1127,0.81358075,-0.72206646,2,2
1_2_31_438_0,0.0229,0.0449,0.0296,0.2437,0.1248,0.7833882,-0.6888427,2,2
1_2_31_444_0,0.0196,0.0359,0.0232,0.2238,0.1022,0.81214577,-0.72352713,2,2
1_2_31_445_0,0.0209,0.0397,0.0245,0.2238,0.109,0.8026581,-0.6986717,2,2
1_2_31_446_0,0.0261,0.0435,0.0346,0.2064,0.1353,0.7128631,-0.6518608,2,2
1_2_31_449_0,0.016,0.0327,0.019,0.2289,0.1005,0.8467124,-0.75,2,2
1_2_31_451_0,0.0199,0.0366,0.0237,0.205,0.1066,0.7927416,-0.6970199,2,2
1_2_31_452_0,0.0199,0.0366,0.0237,0.205,0.1066,0.7927416,-0.6970199,2,2
1_2_31_453_0,0.0261,0.0445,0.0357,0.2185,0.1278,0.71911883,-0.66159695,2,2
1_2_31_456_0,0.0282,0.0476,0.0404,0.213,0.1397,0.68113655,-0.63468915,2,2
1_2_31_458_0,0.0258,0.0455,0.0368,0.2147,0.15,0.70735586,-0.65026903,2,2
1_2_31_459_0,0.0239,0.0454,0.0333,0.2246,0.1405,0.7417604,-0.6637037,2,2
1_2_31_462_0,0.0205,0.04,0.0279,0.2356,0.1213,0.7882353,-0.70972425,2,2
1_2_31_464_0,0.0219,0.0416,0.0302,0.2215,0.1278,0.76003176,-0.6837704,2,2
1_2_31_471_0,0.0253,0.0413,0.0293,0.221,0.1248,0.76588094,-0.6850934,2,2
1_2_31_472_0,0.0213,0.0398,0.0262,0.2365,0.1181,0.80053294,-0.7119073,2,2
1_2_31_473_0,0.02,0.0365,0.0242,0.2288,0.105,0.8086957,-0.7248398,2,2
1_2_31_474_0,0.0189,0.0386,0.0248,0.2424,0.1077,0.8143712,-0.72526693,2,2
1_2_31_475_0,0.0189,0.0386,0.0248,0.2424,0.1077,0.8143712,-0.72526693,2,2
1_2_31_477_0,0.0221,0.0458,0.0289,0.2826,0.1273,0.8144462,-0.72107184,2,2
1_2_31_480_0,0.0173,0.0373,0.0201,0.2348,0.1044,0.8422911,-0.7258361,2,2
1_2_31_483_0,0.0212,0.0361,0.0231,0.2225,0.1135,0.81188923,-0.72080433,2,2
1_2_31_485_0,0.0279,0.0476,0.0389,0.2282,0.147,0.7087233,-0.65482235,2,2
1_2_31_490_0,0.0225,0.0419,0.0306,0.2149,0.126,0.7507128,-0.673676,2,2
1_2_31_498_0,0.042,0.0617,0.0564,0.2147,0.1594,0.5839174,-0.5535456,2,2
1_2_31_499_0,0.0386,0.0589,0.0538,0.2224,0.1534,0.6104272,-0.58123,2,2
1_2_31_500_0,0.0233,0.0408,0.0299,0.2224,0.1323,0.7629806,-0.6899696,2,2
1_2_31_501_0,0.023,0.0462,0.0272,0.2708,0.1244,0.8174497,-0.7085174,2,2
1_2_31_505_0,0.0198,0.0413,0.0234,0.3065,0.121,0.85813886,-0.7625072,2,2
1_2_31_506_0,0.0198,0.0413,0.0234,0.3065,0.121,0.85813886,-0.7625072,2,2
1_2_31_507_0,0.0187,0.0375,0.0231,0.2744,0.1133,0.8447059,-0.7595383,2,2
1_2_31_508_0,0.0211,0.0405,0.0282,0.2594,0.1117,0.8038943,-0.72990996,2,2
1_2_31_510_0,0.0179,0.0374,0.0218,0.2241,0.1088,0.82269216,-0.7139579,2,2
1_2_31_515_0,0.0237,0.0384,0.0305,0.2261,0.1346,0.76227593,-0.70964086,2,2
1_2_31_519_0,0.0251,0.045,0.0358,0.2194,0.1372,0.71943575,-0.65960664,2,2
1_2_31_522_0,0.0244,0.045,0.0358,0.2105,0.1366,0.7092976,-0.6477495,2,2
1_2_31_526_0,0.0262,0.0465,0.0318,0.225,0.1294,0.75233644,-0.65745854,2,2
1_2_31_527_0,0.0267,0.0478,0.0361,0.2253,0.1389,0.72379494,-0.6499451,2,2
1_2_31_531_0,0.021,0.0393,0.0265,0.2587,0.1187,0.8141655,-0.73624164,2,2
1_2_31_534_0,0.0198,0.0395,0.0229,0.2603,0.1146,0.83827686,-0.73649096,2,2
1_2_31_538_0,0.0213,0.0403,0.0257,0.2705,0.1191,0.8264686,-0.74066925,2,2
1_2_31_539_0,0.0209,0.0393,0.0281,0.2501,0.1163,0.79798704,-0.72840357,2,2
1_2_31_540_0,0.023,0.0434,0.0308,0.2461,0.1205,0.777537,-0.7001727,2,2
1_2_31_541_0,0.0214,0.0428,0.0268,0.2438,0.1202,0.80192167,-0.7013259,2,2
1_2_31_544_0,0.019,0.0333,0.0207,0.2175,0.114,0.8261965,-0.73444974,2,2
1_2_31_547_0,0.0222,0.0337,0.0273,0.1985,0.1356,0.7581931,-0.709733,2,2
1_2_31_549_0,0.0212,0.0388,0.0277,0.1956,0.1299,0.7519033,-0.668942,2,2
1_2_31_550_0,0.0212,0.0388,0.0277,0.1956,0.1299,0.7519033,-0.668942,2,2
1_2_31_554_0,0.0235,0.0447,0.0282,0.2286,0.1262,0.7803738,-0.6728869,2,2
1_2_31_555_0,0.0242,0.0441,0.0325,0.2108,0.1205,0.7328401,-0.6539819,2,2
1_2_31_562_0,0.0229,0.0423,0.0281,0.2479,0.1223,0.7963768,-0.7084769,2,2
1_2_31_563_0,0.0216,0.0414,0.0284,0.2583,0.1214,0.8018835,-0.7237237,2,2
1_2_31_571_0,0.0329,0.0514,0.0441,0.2174,0.1357,0.6627151,-0.61755955,2,2
1_2_31_574_0,0.0262,0.0461,0.0321,0.2337,0.1293,0.758465,-0.67047894,2,2
1_2_31_580_0,0.023,0.0374,0.0305,0.1956,0.1302,0.73020786,-0.67897,2,2
1_2_31_581_0,0.023,0.0374,0.0305,0.1956,0.1302,0.73020786,-0.67897,2,2
1_2_31_582_0,0.0245,0.0397,0.0309,0.1794,0.1376,0.7061341,-0.6376084,2,2
1_2_31_584_0,0.0206,0.0385,0.0296,0.1854,0.1148,0.72465116,-0.65609646,2,2
1_2_31_587_0,0.022,0.0401,0.0279,0.1913,0.1054,0.745438,-0.653414,2,2
1_2_31_589_0,0.0224,0.0413,0.0294,0.2274,0.1162,0.77102804,-0.692594,2,2
1_2_31_590_0,0.0254,0.043,0.027,0.2371,0.1153,0.795532,-0.6929668,2,2
1_2_31_591_0,0.0254,0.043,0.027,0.2371,0.1153,0.795532,-0.6929668,2,2
1_2_31_597_0,0.0232,0.0436,0.0297,0.2394,0.1227,0.7792642,-0.6918728,2,2
1_2_31_602_0,0.0384,0.0574,0.0504,0.2227,0.1426,0.63090444,-0.59014636,2,2
1_2_31_606_0,0.0275,0.0484,0.0383,0.2286,0.1473,0.71300113,-0.65054154,2,2
1_2_31_607_0,0.0282,0.0482,0.0374,0.2327,0.1535,0.72306556,-0.6568174,2,2
1_2_31_610_0,0.0225,0.0388,0.0305,0.1812,0.135,0.7118564,-0.6472727,2,2
1_2_31_616_0,0.0211,0.0329,0.0274,0.1475,0.1198,0.6866781,-0.635255,2,2
1_2_32_0_0,0.0185,0.0359,0.0224,0.2385,0.1074,0.8282867,-0.7383382,2,2
1_2_32_7_0,0.0193,0.0422,0.0252,0.2666,0.121,0.827279,-0.7266839,2,2
1_2_32_8_0,0.0173,0.0363,0.0229,0.2454,0.1165,0.8292956,-0.742279,2,2
1_2_32_10_0,0.0219,0.0397,0.0317,0.2171,0.1202,0.74517685,-0.69080997,2,2
1_2_32_13_0,0.0168,0.0356,0.0209,0.2656,0.1121,0.85410124,-0.7636122,2,2
1_2_32_14_0,0.0151,0.0333,0.018,0.2675,0.1129,0.8739054,-0.77859044,2,2
1_2_32_16_0,0.016,0.0372,0.0174,0.2987,0.1079,0.88990825,-0.7785055,2,2
1_2_32_18_0,0.0149,0.0354,0.018,0.2796,0.1034,0.87903225,-0.7752381,2,2
1_2_32_19_0,0.0149,0.0354,0.018,0.2796,0.1034,0.87903225,-0.7752381,2,2
1_2_32_20_0,0.0157,0.0345,0.0183,0.2663,0.1102,0.87139845,-0.7706117,2,2
1_2_32_22_0,0.0193,0.0382,0.0248,0.2236,0.1096,0.80032206,-0.70817417,2,2
1_2_32_26_0,0.0187,0.0368,0.0228,0.2662,0.1093,0.8422145,-0.7570957,2,2
1_2_32_27_0,0.0167,0.034,0.0198,0.2744,0.1147,0.8653977,-0.77950716,2,2
1_2_32_28_0,0.0167,0.034,0.0198,0.2744,0.1147,0.8653977,-0.77950716,2,2
1_2_32_32_0,0.0207,0.0401,0.0251,0.247,0.1201,0.815509,-0.72065485,2,2
1_2_32_35_0,0.02,0.0382,0.0276,0.2071,0.1236,0.76480615,-0.68854463,2,2
1_2_32_36_0,0.02,0.0382,0.0276,0.2071,0.1236,0.76480615,-0.68854463,2,2
1_2_32_37_0,0.0194,0.0359,0.027,0.2099,0.1182,0.77205575,-0.7078926,2,2
1_2_32_40_0,0.0176,0.0359,0.0224,0.2451,0.1102,0.83252335,-0.744484,2,2
1_2_32_42_0,0.0212,0.0399,0.0284,0.1957,0.1223,0.74654174,-0.66129035,2,2
1_2_32_49_0,0.0207,0.0389,0.0258,0.2574,0.1174,0.8177966,-0.7374283,2,2
1_2_32_55_0,0.0229,0.0429,0.031,0.249,0.1369,0.7785714,-0.70606375,2,2
1_2_32_57_0,0.0221,0.044,0.031,0.263,0.1377,0.78911567,-0.71335506,2,2
1_2_32_60_0,0.0187,0.0374,0.0251,0.2583,0.123,0.8228652,-0.7470409,2,2
1_2_32_63_0,0.0283,0.0445,0.0367,0.2004,0.1246,0.690426,-0.63658637,2,2
1_2_32_67_0,0.0213,0.0419,0.0271,0.2347,0.1169,0.79297173,-0.69703543,2,2
1_2_32_68_0,0.021,0.0418,0.027,0.2306,0.1181,0.79037267,-0.69309837,2,2
1_2_32_72_0,0.0171,0.035,0.0219,0.2614,0.1153,0.8453936,-0.7638327,2,2
1_2_32_75_0,0.0178,0.0379,0.0269,0.2332,0.1203,0.7931565,-0.72039837,2,2
1_2_32_76_0,0.0198,0.0377,0.0272,0.2539,0.1238,0.80647457,-0.7414266,2,2
1_2_32_78_0,0.0215,0.0402,0.027,0.2527,0.1182,0.806936,-0.72550356,2,2
1_2_32_79_0,0.0215,0.0402,0.027,0.2527,0.1182,0.806936,-0.72550356,2,2
1_2_32_80_0,0.021,0.0389,0.0258,0.2415,0.1176,0.8069585,-0.72253925,2,2
1_2_32_83_0,0.0204,0.0392,0.0289,0.2293,0.1255,0.77614254,-0.70800745,2,2
1_2_32_91_0,0.0193,0.038,0.024,0.2119,0.114,0.7965239,-0.6958783,2,2
1_2_32_93_0,0.0196,0.0386,0.0247,0.2459,0.1194,0.8174427,-0.72864676,2,2
1_2_32_94_0,0.0207,0.038,0.0292,0.2213,0.1302,0.76686627,-0.7069032,2,2
1_2_32_95_0,0.0225,0.0421,0.0322,0.2173,0.1305,0.74188375,-0.6754048,2,2
1_2_32_96_0,0.0225,0.0421,0.0322,0.2173,0.1305,0.74188375,-0.6754048,2,2
1_2_32_98_0,0.0195,0.0379,0.0264,0.2278,0.1152,0.79228956,-0.71471584,2,2
1_2_32_99_0,0.022,0.0411,0.0286,0.2269,0.1168,0.77612525,-0.69328356,2,2
1_2_32_104_0,0.0206,0.0412,0.0271,0.2391,0.128,0.7963937,-0.70602924,2,2
1_2_32_107_0,0.0299,0.0504,0.041,0.2192,0.1258,0.6848578,-0.62611276,2,2
1_2_32_111_0,0.0273,0.0479,0.0386,0.2203,0.1352,0.70181537,-0.6428039,2,2
1_2_32_114_0,0.0215,0.042,0.0262,0.2289,0.1201,0.79459035,-0.68992245,2,2
1_2_32_117_0,0.0239,0.0463,0.0319,0.2496,0.1336,0.77335703,-0.6870564,2,2
1_2_32_119_0,0.0243,0.0486,0.0347,0.2423,0.1334,0.7494585,-0.6658646,2,2
1_2_32_121_0,0.0207,0.0433,0.0293,0.2261,0.1293,0.770556,-0.67854494,2,2
1_2_32_123_0,0.0232,0.0441,0.0317,0.2166,0.1308,0.7446637,-0.6616801,2,2
1_2_32_124_0,0.0236,0.0465,0.0306,0.245,0.1295,0.777939,-0.68096054,2,2
1_2_32_125_0,0.0236,0.0465,0.0306,0.245,0.1295,0.777939,-0.68096054,2,2
1_2_32_129_0,0.0316,0.0498,0.0466,0.1903,0.1499,0.6065851,-0.58517283,2,2
1_2_32_130_0,0.0316,0.0498,0.0466,0.1903,0.1499,0.6065851,-0.58517283,2,2
1_2_32_131_0,0.0275,0.0434,0.0375,0.1842,0.1373,0.661705,-0.61862916,2,2
1_2_32_134_0,0.0232,0.0418,0.0307,0.2081,0.1259,0.74288106,-0.6654662,2,2
1_2_32_136_0,0.0224,0.0441,0.0326,0.2281,0.1309,0.7499041,-0.67597353,2,2
1_2_32_141_0,0.025,0.0432,0.0351,0.204,0.1338,0.706399,-0.65048546,2,2
1_2_32_142_0,0.025,0.0432,0.0351,0.204,0.1338,0.706399,-0.65048546,2,2
1_2_32_145_0,0.0233,0.0437,0.0306,0.2299,0.1315,0.76506716,-0.6805556,2,2
1_2_32_149_0,0.046,0.0612,0.0631,0.1965,0.1832,0.5138675,-0.5250291,2,2
1_2_32_153_0,0.0276,0.0463,0.0415,0.203,0.1376,0.6605317,-0.62855995,2,2
1_2_32_155_0,0.0194,0.0382,0.0246,0.2119,0.112,0.7919662,-0.6945222,2,2
1_2_32_163_0,0.0202,0.0402,0.0285,0.21,0.1184,0.7610063,-0.67865705,2,2
1_2_32_164_0,0.0202,0.0402,0.0285,0.21,0.1184,0.7610063,-0.67865705,2,2
1_2_32_167_0,0.03,0.0481,0.0421,0.2045,0.1371,0.65855634,-0.6191607,2,2
1_2_32_169_0,0.0397,0.0582,0.058,0.1876,0.1736,0.5276873,-0.52644426,2,2
1_2_32_173_0,0.0272,0.0477,0.0376,0.2162,0.1339,0.7037037,-0.63849944,2,2
1_2_32_174_0,0.0206,0.038,0.0265,0.2124,0.1106,0.77814984,-0.69648564,2,2
1_2_32_180_0,0.0181,0.0348,0.0237,0.2058,0.0993,0.79346406,-0.7107232,2,2
1_2_32_182_0,0.0193,0.0364,0.0252,0.205,0.1053,0.7810599,-0.6984258,2,2
1_2_32_186_0,0.0228,0.0423,0.0316,0.2044,0.1213,0.73220336,-0.6570734,2,2
1_2_32_187_0,0.0312,0.0489,0.0441,0.1925,0.1351,0.62721896,-0.5948633,2,2
1_2_32_189_0,0.0283,0.0453,0.0385,0.1784,0.1427,0.6449977,-0.5949933,2,2
1_2_32_190_0,0.0416,0.0629,0.0604,0.2196,0.162,0.56857145,-0.55469024,2,2
1_2_32_191_0,0.0317,0.0503,0.0429,0.2132,0.1541,0.66497463,-0.61821634,2,2
1_2_32_192_0,0.026,0.0475,0.0354,0.2131,0.1388,0.7150906,-0.6354566,2,2
1_2_32_199_0,0.021,0.0384,0.0286,0.1986,0.1135,0.74823946,-0.6759494,2,2
1_2_32_200_0,0.0248,0.0422,0.0355,0.1826,0.1164,0.67446125,-0.6245552,2,2
1_2_32_202_0,0.0202,0.0379,0.0264,0.2178,0.1072,0.7837838,-0.70355886,2,2
1_2_32_203_0,0.0205,0.0363,0.0242,0.2045,0.1038,0.78836906,-0.698505,2,2
1_2_32_204_0,0.0299,0.0462,0.0424,0.1911,0.1186,0.6368308,-0.6106195,2,2
1_2_32_208_0,0.0426,0.0605,0.0562,0.2093,0.1529,0.5766478,-0.55151963,2,2
1_2_32_209_0,0.032,0.0491,0.0439,0.21,0.1439,0.6541946,-0.62099576,2,2
1_2_32_210_0,0.0279,0.0486,0.0385,0.2097,0.1436,0.6897663,-0.6236934,2,2
1_2_32_212_0,0.0285,0.0469,0.0433,0.1956,0.1435,0.63750523,-0.6131959,2,2
1_2_32_213_0,0.0251,0.0462,0.0318,0.2196,0.1383,0.7470167,-0.6523702,2,2
1_2_32_214_0,0.0225,0.0431,0.0288,0.2169,0.1328,0.7655678,-0.66846156,2,2
1_2_32_216_0,0.0207,0.0376,0.0258,0.183,0.1126,0.75287354,-0.6591115,2,2
1_2_32_217_0,0.0174,0.0356,0.0228,0.199,0.1014,0.7944094,-0.6965047,2,2
1_2_32_219_0,0.0178,0.0354,0.0224,0.2103,0.1035,0.8074774,-0.7118437,2,2
1_2_32_220_0,0.0241,0.0415,0.0318,0.2108,0.1181,0.73784006,-0.6710265,2,2
1_2_32_221_0,0.0273,0.0458,0.0376,0.2335,0.1295,0.7226116,-0.67203724,2,2
1_2_32_225_0,0.024,0.0426,0.0305,0.2285,0.1272,0.76447874,-0.68572485,2,2
1_2_32_230_0,0.0376,0.0541,0.0538,0.201,0.1541,0.577708,-0.57585263,2,2
1_2_32_232_0,0.0245,0.0443,0.0344,0.2036,0.1327,0.7109244,-0.6425978,2,2
1_2_32_233_0,0.0234,0.0427,0.032,0.2038,0.1346,0.7285836,-0.6535497,2,2
1_2_32_236_0,0.0242,0.0453,0.0297,0.2243,0.1337,0.7661417,-0.66394657,2,2
1_2_32_239_0,0.0228,0.0409,0.0328,0.2001,0.1364,0.718334,-0.66058093,2,2
1_2_32_255_0,0.0229,0.0453,0.0315,0.227,0.1295,0.75628626,-0.6672787,2,2
1_2_32_256_0,0.0268,0.0446,0.0336,0.2119,0.1394,0.72627294,-0.6522417,2,2
1_2_32_260_0,0.0332,0.0525,0.0463,0.2042,0.1538,0.6303393,-0.59096223,2,2
1_2_32_262_0,0.0209,0.0373,0.0285,0.1816,0.1286,0.72870064,-0.65920514,2,2
1_2_32_265_0,0.0279,0.0471,0.0358,0.2082,0.1295,0.7065574,-0.63102233,2,2
1_2_32_266_0,0.0279,0.0471,0.0358,0.2082,0.1295,0.7065574,-0.63102233,2,2
1_2_32_270_0,0.0262,0.05,0.0378,0.2169,0.1396,0.7031802,-0.6253278,2,2
1_2_33_0_0,0.0193,0.0349,0.0249,0.1907,0.1153,0.7690167,-0.69060284,2,2
1_2_33_1_0,0.0204,0.0385,0.0277,0.2044,0.1234,0.7613098,-0.6829971,2,2
1_2_33_5_0,0.0178,0.0371,0.0223,0.2198,0.1074,0.8157786,-0.7111717,2,2
1_2_33_7_0,0.0175,0.0342,0.0223,0.2283,0.1084,0.82202715,-0.7394286,2,2
1_2_33_10_0,0.0296,0.046,0.0528,0.1912,0.1633,0.5672131,-0.61214167,2,2
1_2_33_11_0,0.0286,0.0449,0.0492,0.1875,0.17,0.5842839,-0.6135973,2,2
1_2_33_12_0,0.0294,0.0439,0.0543,0.1916,0.153,0.55835706,-0.6271762,2,2
1_2_33_16_0,0.0185,0.0366,0.0225,0.2229,0.105,0.8166259,-0.71791905,2,2
1_2_33_19_0,0.0173,0.0292,0.0218,0.1796,0.093,0.7835154,-0.7203065,2,2
1_2_33_21_0,0.0331,0.0539,0.0524,0.2472,0.1755,0.65020025,-0.6419794,2,2
1_2_33_23_0,0.0147,0.0291,0.0179,0.1751,0.0889,0.8145078,-0.7149853,2,2
1_2_33_25_0,0.0192,0.0352,0.0221,0.1923,0.096,0.79384327,-0.69054943,2,2
1_2_33_27_0,0.0202,0.0351,0.026,0.2009,0.0995,0.77082413,-0.70254236,2,2
1_2_33_29_0,0.0194,0.0332,0.0218,0.1995,0.1016,0.8029824,-0.7146541,2,2
1_2_33_30_0,0.0288,0.0461,0.0411,0.2038,0.1616,0.6643528,-0.63105243,2,2
1_2_33_31_0,0.0245,0.0403,0.0306,0.1929,0.1179,0.7261745,-0.65437394,2,2
1_2_33_32_0,0.0193,0.0352,0.0229,0.191,0.0909,0.7858813,-0.688771,2,2
1_2_33_36_0,0.0252,0.042,0.0339,0.1989,0.1128,0.7087629,-0.6513076,2,2
1_2_33_38_0,0.0187,0.0351,0.0252,0.2054,0.1098,0.7814397,-0.7081081,2,2
1_2_33_40_0,0.0258,0.0445,0.0369,0.2126,0.1507,0.70420843,-0.6538312,2,2
1_2_33_44_0,0.016,0.0312,0.0183,0.1984,0.0922,0.8311029,-0.728223,2,2
1_2_33_49_0,0.0193,0.0383,0.0235,0.2278,0.1051,0.81297255,-0.7121383,2,2
1_2_33_50_0,0.0193,0.038,0.022,0.2356,0.1111,0.8291925,-0.7222222,2,2
1_2_33_51_0,0.0193,0.038,0.022,0.2356,0.1111,0.8291925,-0.7222222,2,2
1_2_33_52_0,0.0193,0.0379,0.0238,0.2382,0.097,0.81832063,-0.7254618,2,2
1_2_33_54_0,0.0202,0.0364,0.0231,0.2112,0.0928,0.8028169,-0.7059774,2,2
1_2_33_55_0,0.0202,0.0364,0.0231,0.2112,0.0928,0.8028169,-0.7059774,2,2
1_2_33_56_0,0.0194,0.0366,0.0235,0.2211,0.0986,0.8078495,-0.71594876,2,2
1_2_33_67_0,0.0222,0.0395,0.0251,0.2209,0.1097,0.795935,-0.6966206,2,2
1_2_33_68_0,0.0208,0.0384,0.0256,0.2481,0.1133,0.81293386,-0.73193717,2,2
1_2_33_69_0,0.0253,0.0437,0.0295,0.2513,0.1215,0.78988606,-0.7037288,2,2
1_2_33_70_0,0.0236,0.0433,0.0284,0.252,0.1149,0.79743224,-0.7067389,2,2
1_2_33_71_0,0.0236,0.0433,0.0284,0.252,0.1149,0.79743224,-0.7067389,2,2
1_2_33_72_0,0.0238,0.0407,0.0282,0.2321,0.1171,0.7833269,-0.7016129,2,2
1_2_33_75_0,0.0203,0.0379,0.0232,0.2349,0.1072,0.8202247,-0.7221408,2,2
1_2_33_79_0,0.0232,0.0395,0.0268,0.2168,0.1156,0.7799672,-0.69176745,2,2
1_2_34_0_0,0.0212,0.0365,0.0256,0.2537,0.122,0.81668454,-0.7484493,2,2
1_2_34_1_0,0.0215,0.0403,0.0291,0.2293,0.1201,0.7747678,-0.7010386,2,2
1_2_34_2_0,0.0186,0.0377,0.0263,0.2309,0.1087,0.7954899,-0.7192852,2,2
1_2_34_6_0,0.0141,0.0287,0.0167,0.1771,0.0728,0.8276574,-0.7210884,2,2
1_2_34_13_0,0.0125,0.0286,0.0149,0.1878,0.0669,0.8529847,-0.7356747,2,2
1_2_34_14_0,0.0143,0.0273,0.0154,0.1958,0.0711,0.8541667,-0.7552667,2,2
1_2_34_15_0,0.0166,0.0325,0.0185,0.2653,0.089,0.8696265,-0.7817327,2,2
1_2_34_16_0,0.0166,0.0325,0.0185,0.2653,0.089,0.8696265,-0.7817327,2,2
1_2_34_21_0,0.0185,0.0341,0.0246,0.2031,0.1192,0.7839262,-0.71247894,2,2
1_2_34_22_0,0.0213,0.0388,0.0292,0.206,0.112,0.7517007,-0.6830065,2,2
1_2_34_23_0,0.0193,0.0368,0.0258,0.2022,0.0982,0.7736842,-0.6920502,2,2
1_2_34_28_0,0.015,0.03,0.0167,0.1877,0.0701,0.83659494,-0.72439134,2,2
1_2_34_33_0,0.0166,0.0302,0.0183,0.2418,0.091,0.8592849,-0.77794117,2,2
1_2_34_34_0,0.0265,0.0438,0.0377,0.1927,0.1453,0.6727431,-0.6295983,2,2
1_2_34_35_0,0.0317,0.051,0.0446,0.2099,0.1443,0.64950883,-0.6090456,2,2
1_2_34_40_0,0.0209,0.0383,0.0261,0.2086,0.1106,0.7775884,-0.68975294,2,2
1_2_34_41_0,0.0256,0.0397,0.032,0.197,0.1121,0.720524,-0.6645543,2,2
1_2_34_43_0,0.0189,0.0362,0.0245,0.2137,0.099,0.7942905,-0.7102841,2,2
1_2_34_46_0,0.0152,0.0317,0.0181,0.1985,0.0753,0.8328717,-0.7245873,2,2
1_2_34_54_0,0.023,0.0418,0.0301,0.2219,0.1253,0.76111114,-0.6829731,2,2
1_2_34_55_0,0.023,0.0418,0.0301,0.2219,0.1253,0.76111114,-0.6829731,2,2
1_2_34_56_0,0.0235,0.0429,0.0323,0.218,0.1275,0.7419097,-0.67113835,2,2
1_2_34_58_0,0.019,0.038,0.0246,0.2315,0.1074,0.80788755,-0.7179963,2,2
1_2_34_59_0,0.019,0.038,0.0246,0.2315,0.1074,0.80788755,-0.7179963,2,2
1_2_34_60_0,0.0195,0.0386,0.0251,0.2397,0.1025,0.81042296,-0.72260153,2,2
1_2_34_62_0,0.0151,0.0317,0.0183,0.2336,0.0856,0.85470426,-0.76102525,2,2
1_2_34_70_0,0.0265,0.0429,0.0369,0.212,0.1326,0.7034954,-0.66339743,2,2
1_2_34_75_0,0.0169,0.0332,0.0215,0.2189,0.1007,0.82113147,-0.73661244,2,2
1_2_34_76_0,0.0169,0.0332,0.0215,0.2189,0.1007,0.82113147,-0.73661244,2,2
1_2_34_78_0,0.0204,0.0386,0.0255,0.2366,0.1017,0.8054178,-0.71947676,2,2
1_2_34_79_0,0.0183,0.0353,0.0243,0.2336,0.1028,0.81155485,-0.7374489,2,2
1_2_34_81_0,0.0213,0.0369,0.0262,0.2309,0.1082,0.79618824,-0.7244212,2,2
1_2_34_85_0,0.0255,0.0446,0.037,0.2253,0.1318,0.7178803,-0.6695072,2,2
1_2_34_86_0,0.0221,0.0421,0.0297,0.2301,0.1214,0.7713626,-0.69066864,2,2
1_2_34_89_0,0.0186,0.0341,0.0213,0.229,0.1028,0.82980424,-0.740783,2,2
1_2_34_92_0,0.0207,0.0388,0.0278,0.2294,0.1093,0.7838258,-0.7106637,2,2
1_2_34_93_0,0.0207,0.0388,0.0278,0.2294,0.1093,0.7838258,-0.7106637,2,2
1_2_34_94_0,0.0197,0.0361,0.0263,0.2256,0.1065,0.791187,-0.72411156,2,2
1_2_34_95_0,0.0204,0.0364,0.0277,0.2259,0.1069,0.78154576,-0.7224552,2,2
1_2_34_99_0,0.0204,0.0371,0.0251,0.2192,0.1203,0.79451495,-0.71049553,2,2
1_2_34_102_0,0.0244,0.0431,0.0321,0.2314,0.1248,0.7563567,-0.6859745,2,2
1_2_34_104_0,0.0202,0.0391,0.0247,0.2488,0.1062,0.81937844,-0.72837794,2,2
1_2_34_115_0,0.0333,0.0504,0.0462,0.21,0.149,0.6393443,-0.61290324,2,2
1_2_34_116_0,0.0303,0.0455,0.0405,0.2037,0.1391,0.6683047,-0.6348315,2,2
1_2_34_118_0,0.022,0.0402,0.0287,0.2164,0.1168,0.7658099,-0.68667185,2,2
1_2_34_119_0,0.0248,0.0437,0.0302,0.2401,0.1175,0.7765446,-0.6920366,2,2
1_2_34_120_0,0.0199,0.0409,0.0258,0.2276,0.1135,0.7963694,-0.6953445,2,2
1_2_34_123_0,0.0214,0.0398,0.0285,0.2241,0.1126,0.77434677,-0.6983706,2,2
1_2_34_126_0,0.0222,0.0395,0.0299,0.2131,0.125,0.75390947,-0.6872526,2,2
1_2_34_129_0,0.0214,0.0399,0.0289,0.2247,0.1237,0.77208203,-0.6984127,2,2
1_2_34_130_0,0.0294,0.0464,0.0391,0.2212,0.1353,0.6995774,-0.65321374,2,2
1_2_34_137_0,0.0218,0.0425,0.0302,0.2316,0.1209,0.76928955,-0.6898942,2,2
1_2_34_139_0,0.0244,0.0427,0.0325,0.2307,0.1231,0.75303954,-0.68763715,2,2
1_2_34_141_0,0.0198,0.0389,0.0273,0.2141,0.112,0.7738194,-0.6924901,2,2
1_2_34_148_0,0.0262,0.0457,0.039,0.2169,0.1382,0.6951934,-0.65194213,2,2
1_2_34_154_0,0.0237,0.0416,0.034,0.2053,0.1287,0.71583784,-0.66302145,2,2
1_2_34_158_0,0.0272,0.0465,0.0403,0.2063,0.1337,0.6731549,-0.63212025,2,2
1_2_34_164_0,0.0233,0.0413,0.0321,0.2174,0.1313,0.7426854,-0.68071127,2,2
1_2_34_167_0,0.0224,0.0392,0.0293,0.2085,0.1243,0.75357443,-0.6834881,2,2
1_2_34_171_0,0.0346,0.0532,0.0506,0.2292,0.1581,0.63831306,-0.62322944,2,2
1_2_34_176_0,0.0309,0.049,0.0416,0.229,0.1467,0.6925351,-0.64748204,2,2
